availability;description;features;brand;name;id;price;categories;image;images
10 dni;Producent: Lutec  <br>Nazwa: CYDOPS  <br>Symbol: 7704212012  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 51<br>  * szerokość (mm): 110<br>  * głębokość (mm): 110<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 8W 580lm 4000K<br>  * max moc źródła: 8 W<br>  * napięcie: 230<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: Czarny mat<br>  * materiał: aluminium/szkło<br>  * IP: 67;Specyficzne kody;Lutec;CYDOPS STOJĄCA;8894;180.81;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'CYDOPS STOJĄCA';https://jasniej.com/19915-large_01resp/cydops-stojaca.jpg;'https://jasniej.com/19915-medium_01resp/cydops-stojaca.jpg', 'https://jasniej.com/19916-medium_01resp/cydops-stojaca.jpg', 'https://jasniej.com/19917-medium_01resp/cydops-stojaca.jpg'
10 dni;Producent: Lutec  <br>Nazwa: BERLIN  <br>Symbol: 7700511012  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 150<br>  * szerokość (mm): 110<br>  * głębokość (mm): 110<br>  * ilość źródeł / rodzaj trzonka: 1 x GU10 35W<br>  * max moc źródła: 35 W<br>  * napięcie: 230<br>  * źródło w zestawie: brak<br>  * kolor lampy: Czarny mat<br>  * materiał: aluminium/szkło<br>  * IP: 67;Specyficzne kody;Lutec;BERLIN STOJĄCA;8892;135.3;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'BERLIN STOJĄCA';https://jasniej.com/19909-large_01resp/berlin-stojaca.jpg;'https://jasniej.com/19909-medium_01resp/berlin-stojaca.jpg', 'https://jasniej.com/19910-medium_01resp/berlin-stojaca.jpg', 'https://jasniej.com/19911-medium_01resp/berlin-stojaca.jpg'
10 dni;Producent: Lutec  <br>Nazwa: STRATA  <br>Symbol: 7704601012  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 35<br>  * szerokość (mm): 120<br>  * głębokość (mm): 120<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 9W 320lm 3000K<br>  * max moc źródła: 9 W<br>  * napięcie: 230<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: Czarny mat<br>  * materiał: aluminium/szkło<br>  * IP: 67;Specyficzne kody;Lutec;STRATA STOJĄCA;8893;91.02;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'STRATA STOJĄCA';https://jasniej.com/19912-large_01resp/strata-stojaca.jpg;'https://jasniej.com/19912-medium_01resp/strata-stojaca.jpg', 'https://jasniej.com/19913-medium_01resp/strata-stojaca.jpg', 'https://jasniej.com/19914-medium_01resp/strata-stojaca.jpg'
10 dni;Producent: Lutec  <br>Nazwa: BERLIN  <br>Symbol: 7700513012  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 150<br>  * szerokość (mm): 110<br>  * głębokość (mm): 110<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 5W 180lm 4000K<br>  * max moc źródła: 5 W<br>  * napięcie: 230<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: Czarny mat<br>  * materiał: aluminium/szkło<br>  * IP: 67;Specyficzne kody;Lutec;BERLIN STOJĄCA;8891;226.32;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'BERLIN STOJĄCA';https://jasniej.com/19906-large_01resp/berlin-stojaca.jpg;'https://jasniej.com/19906-medium_01resp/berlin-stojaca.jpg', 'https://jasniej.com/19907-medium_01resp/berlin-stojaca.jpg', 'https://jasniej.com/19908-medium_01resp/berlin-stojaca.jpg'
10 dni;Producent: Lutec  <br>Nazwa: PERI  <br>Symbol: 7629001341  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 100<br>  * szerokość (mm): 117<br>  * głębokość (mm): 117<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 36W 3200lm 5000K<br>  * max moc źródła: 36 W<br>  * napięcie: 230<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: Żółty<br>  * materiał: tworzywo/tworzywo<br>  * IP: 44;Specyficzne kody;Lutec;PERI STOJĄCA;8890;451.41;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'PERI STOJĄCA';https://jasniej.com/19903-large_01resp/peri-stojaca.jpg;'https://jasniej.com/19903-medium_01resp/peri-stojaca.jpg', 'https://jasniej.com/19904-medium_01resp/peri-stojaca.jpg', 'https://jasniej.com/19905-medium_01resp/peri-stojaca.jpg'
10 dni;Producent: Lutec  <br>Nazwa: PERI  <br>Symbol: 7629301341  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 183<br>  * szerokość (mm): 221<br>  * głębokość (mm): 352<br>  * ilość źródeł / rodzaj trzonka: 2 x LED zintegr. 21W 2000lm 5000K<br>  * max moc źródła: 21 W<br>  * napięcie: 230<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: Żółty<br>  * materiał: tworzywo/tworzywo<br>  * IP: 54;Specyficzne kody;Lutec;PERI STOJĄCA;8888;360.39;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'PERI STOJĄCA';https://jasniej.com/19897-large_01resp/peri-stojaca.jpg;'https://jasniej.com/19897-medium_01resp/peri-stojaca.jpg', 'https://jasniej.com/19898-medium_01resp/peri-stojaca.jpg', 'https://jasniej.com/19899-medium_01resp/peri-stojaca.jpg'
10 dni;Producent: Lutec  <br>Nazwa: MODO  <br>Symbol: 7633301118  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 310<br>  * szerokość (mm): 175<br>  * głębokość (mm): 180<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 21W 1500lm 5000K<br>  * max moc źródła: 21 W<br>  * napięcie: 230<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: Antracyt<br>  * materiał: aluminium/tworzywo<br>  * IP: 54;Specyficzne kody;Lutec;MODO STOJĄCA;8887;167.28;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'MODO STOJĄCA';https://jasniej.com/19894-large_01resp/modo-stojaca.jpg;'https://jasniej.com/19894-medium_01resp/modo-stojaca.jpg', 'https://jasniej.com/19895-medium_01resp/modo-stojaca.jpg', 'https://jasniej.com/19896-medium_01resp/modo-stojaca.jpg'
10 dni;Producent: Lutec  <br>Nazwa: UTIN  <br>Symbol: 7629701341  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 175<br>  * szerokość (mm): 45<br>  * głębokość (mm): 172<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 11W 1040lm 5000K<br>  * max moc źródła: 11 W<br>  * napięcie: 230<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: Żółty<br>  * materiał: tworzywo/tworzywo<br>  * IP: 54;Specyficzne kody;Lutec;UTIN STOJĄCA;8886;114.39;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'UTIN STOJĄCA';https://jasniej.com/19891-large_01resp/utin-stojaca.jpg;'https://jasniej.com/19891-medium_01resp/utin-stojaca.jpg', 'https://jasniej.com/19892-medium_01resp/utin-stojaca.jpg', 'https://jasniej.com/19893-medium_01resp/utin-stojaca.jpg'
10 dni;Producent: Lutec  <br>Nazwa: KELSEY  <br>Symbol: 7273601012  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 103<br>  * szerokość (mm): 150<br>  * głębokość (mm): 170<br>  * ilość źródeł / rodzaj trzonka: 1 x E27 40W<br>  * max moc źródła: 40 W<br>  * napięcie: 230<br>  * źródło w zestawie: brak<br>  * kolor lampy: Czarny mat<br>  * materiał: aluminium/szkło<br>  * IP: 44;Specyficzne kody;Lutec;KELSEY STOJĄCA;8819;270.6;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'KELSEY STOJĄCA';https://jasniej.com/19690-large_01resp/kelsey-stojaca.jpg;'https://jasniej.com/19690-medium_01resp/kelsey-stojaca.jpg', 'https://jasniej.com/19691-medium_01resp/kelsey-stojaca.jpg', 'https://jasniej.com/19692-medium_01resp/kelsey-stojaca.jpg'
10 dni;Producent: Lutec  <br>Nazwa: PERI  <br>Symbol: 7629002426  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 109<br>  * szerokość (mm): 140<br>  * głębokość (mm): 140<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 92W 7000lm 5000K<br>  * max moc źródła: 92 W<br>  * napięcie: 230<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: Pomarańczowy<br>  * materiał: aluminium/tworzywo<br>  * IP: 54;Specyficzne kody;Lutec;PERI STOJĄCA;8889;811.8;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'PERI STOJĄCA';https://jasniej.com/19900-large_01resp/peri-stojaca.jpg;'https://jasniej.com/19900-medium_01resp/peri-stojaca.jpg', 'https://jasniej.com/19901-medium_01resp/peri-stojaca.jpg', 'https://jasniej.com/19902-medium_01resp/peri-stojaca.jpg'
10 dni;Producent: Lutec  <br>Nazwa: UNITE  <br>Symbol: 7260401030  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 346<br>  * szerokość (mm): 165<br>  * głębokość (mm): 165<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 9W 330lm 3000K<br>  * max moc źródła: 9 W<br>  * napięcie: 230<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: Biały mat<br>  * materiał: aluminium/tworzywo<br>  * IP: 44;Specyficzne kody;Lutec;UNITE STOJĄCA;8812;123.0;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'UNITE STOJĄCA';https://jasniej.com/19669-large_01resp/unite-stojaca.jpg;'https://jasniej.com/19669-medium_01resp/unite-stojaca.jpg', 'https://jasniej.com/19670-medium_01resp/unite-stojaca.jpg', 'https://jasniej.com/19671-medium_01resp/unite-stojaca.jpg'
10 dni;Producent: Lutec  <br>Nazwa: UNITE  <br>Symbol: 7260401012  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 346<br>  * szerokość (mm): 165<br>  * głębokość (mm): 165<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 9W 330lm 3000K<br>  * max moc źródła: 9 W<br>  * napięcie: 230<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: Czarny mat<br>  * materiał: aluminium/tworzywo<br>  * IP: 44;Specyficzne kody;Lutec;UNITE STOJĄCA;8813;123.0;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'UNITE STOJĄCA';https://jasniej.com/19672-large_01resp/unite-stojaca.jpg;'https://jasniej.com/19672-medium_01resp/unite-stojaca.jpg', 'https://jasniej.com/19673-medium_01resp/unite-stojaca.jpg', 'https://jasniej.com/19674-medium_01resp/unite-stojaca.jpg'
10 dni;Producent: Lutec  <br>Nazwa: UNITE  <br>Symbol: 7260311012  <br>Parametry<br><br>  * średnica (mm): <br>  * wysokość (mm): 985<br>  * szerokość (mm): 165<br>  * głębokość (mm): 165<br>  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 9W 330lm 3000K<br>  * max moc źródła: 9 W<br>  * napięcie: 230<br>  * źródło w zestawie: LED zintegr.<br>  * kolor lampy: Czarny mat<br>  * materiał: aluminium/tworzywo<br>  * IP: 44;Specyficzne kody;Lutec;UNITE STOJĄCA;8811;211.56;'Strona główna', 'Oświetlenie', 'Lampy zewnętrzne', 'Stojące zewnętrzne', 'UNITE STOJĄCA';https://jasniej.com/19666-large_01resp/unite-stojaca.jpg;'https://jasniej.com/19666-medium_01resp/unite-stojaca.jpg', 'https://jasniej.com/19667-medium_01resp/unite-stojaca.jpg', 'https://jasniej.com/19668-medium_01resp/unite-stojaca.jpg'
